monobit_test_ones_count,monobit_test_zeroes_count,monobit_test_p,frequency_within_block_test_p,runs_test_p,longest_run_ones_in_a_block_test_p,binary_matrix_rank_test_p,dft_test_p,approximate_entropy_test_p,serial_test_p,cumulative_sums_test_p,non_overlapping_template_matching_test_p,label
32979,32621,0.16218660107421967,0.1290867024724686,0.11295947419481783,0.7367382181982507,0.9114188550031002,0.6934954724814183,0.6230088780694302,0.6243489650559696,0.3037417495296437,1.000000009649292,RC4
32835,32765,0.7846194767585113,0.20556880894833718,0.13171580456828377,0.812572209017454,0.8160668284102506,0.4518086936760742,0.7210732008402658,0.722863584838812,0.5266779032202491,1.0000000051424534,Blowfish
32759,32841,0.7488499153777234,0.8969510017085092,0.09634187104197994,0.24615287893146023,0.5898473373536199,0.9144033087272484,0.5584851417666216,0.5609983163347835,0.9868802686487534,0.9999999987982101,Blowfish
32926,32674,0.32516728994328326,0.9778202263394628,0.47499176951207345,0.4486988440985739,0.44399367696562836,0.8860415103014305,0.2715502157546255,0.26964376561388914,0.41985715838151694,0.9999999979016251,CAST
32782,32818,0.8882204052530919,0.24139930558198913,0.9813719364865368,0.964245269072405,0.6210807738455849,0.18495148970562528,0.7790742804908833,0.7799964126289897,0.8833848521834788,0.9999998629407876,RC4
32551,33049,0.05185165196006418,0.06681573544889122,0.1978675019388692,0.21489666022103576,0.3088618992804292,0.29878946913290233,0.18123852863717438,0.18371836611802347,0.08153708742114674,0.9999964597010255,3DES
33033,32631,0.11669892244237867,0.184414073197796,0.2552223557441916,0.6967064503672118,0.3595701025804828,0.5569991803317896,0.7293273100053722,0.7290881052103994,0.21235458481243397,0.9999806758644546,AES
32866,32734,0.6062921066653149,0.12673112125310995,0.6001246578163346,0.8961282371349829,0.6210807738455849,1.0,0.8649915880111346,0.8648712513141376,0.3266674080628207,0.9999999971419141,3DES
32645,33019,0.1444239955613884,0.6241685587346038,0.25102517914391564,0.46008790393539684,0.19720209780337483,0.15615408656752114,0.09118090129098767,0.0910877278791458,0.2579933198448787,1.0000000001488916,AES
32724,32876,0.5528731473805818,0.1420581283620946,0.9615349510503701,0.2224370427334342,0.816066828800903,0.03452428991026701,0.9122602795472105,0.9129844598817417,0.5736026705437869,0.9999459167196022,CAST
32843,32757,0.7370416086626153,0.5138303777815305,0.07367396563552672,0.441128424988344,0.917922441135962,0.4736367674411152,0.09426111130713306,0.09737996991739105,0.7352642904666391,0.9999999157016118,CAST
33059,32541,0.04312986173359548,0.9819170027958698,0.6229841680345948,0.7487083919865853,0.816066828800903,0.19710835056524165,0.5268792259507731,0.5202006144563777,0.06108134347891281,0.9999999392171333,Blowfish
32905,32695,0.4122661329006101,0.7149952403065943,0.9605388834293411,0.4130317594848661,0.8160668284102506,0.8297889079160358,0.014104252542444871,0.013621495370021742,0.651228461801507,0.9999999982732356,CAST
32916,32684,0.36503758176191997,0.7647828489376599,0.5559535563100382,0.15151852300772972,0.8814196436420729,0.3515708533363208,0.8343854019766322,0.8348930318671096,0.5532243089917683,0.9999995904982143,3DES
32664,32936,0.2882440471107477,0.4438617181517577,0.38419948202190396,0.14978216718844894,0.6025645256655564,0.023995002932366335,0.1813780409539754,0.18050194787246712,0.2655761605360738,0.9999999737219282,3DES
32812,32788,0.9253440884568432,0.025529630269615626,0.9005989624723876,0.8336867168885118,0.1613586061115107,0.33335640750144135,0.9537717832313223,0.9539279431898469,0.7315999120269092,0.9999982123707293,3DES
32723,32877,0.5476608447107536,0.5253930696580069,0.9450954411227662,0.5213664272216826,0.300685665413657,0.17335848376627339,0.9657032037266697,0.9656783314859223,0.47589887590659874,0.9999999892018708,RC4
32698,32902,0.4257495017646054,0.37114761883038067,0.9357882692134338,0.025147271967071713,0.22381141339630042,0.942874529880778,0.8659514273117529,0.8651293636394132,0.7498944093218816,0.9999985819588365,3DES
